Esforço PF;Ano;Data Assinatura Anexo 4/5 Prest. Serv.;Data de Aprovação do Titular;Mês
20,75;2018;26/09/2018;11/04/2018;01/04/18
24;2018;;30/04/2018;01/04/18
27,25;2018;06/11/2018;12/04/2018;01/04/18
24;2018;15/08/2018;12/04/2018;01/04/18
223,5;2018;18/02/2019;22/10/2018;01/10/18
48,6;2018;;21/11/2018;01/11/18
13,5;2018;19/07/2018;16/04/2018;01/04/18
15;2018;31/01/2020;31/10/2018;01/10/18
8,25;2018;14/12/2018;16/04/2018;01/04/18
77,55;2018;19/06/2018;17/04/2018;01/04/18
11;2018;14/05/2018;17/04/2018;01/04/18
229,81;2018;;12/06/2018;01/06/18
3;2018;30/07/2018;17/04/2018;01/04/18
20,75;2018;24/08/2018;18/04/2018;01/04/18
18;2018;21/08/2018;03/05/2018;01/05/18
30,35;2018;05/04/2021;19/04/2018;01/04/18
27,5;2018;15/08/2018;20/04/2018;01/04/18
5,4;2018;18/06/2018;05/06/2018;01/06/18
78;2018;;11/05/2018;01/05/18
59;2018;17/09/2019;13/06/2018;01/06/18
108;2018;;23/04/2018;01/04/18
43,56;2018;08/10/2018;10/05/2018;01/05/18
25,35;2018;20/06/2018;30/04/2018;01/04/18
9;2018;14/12/2018;23/05/2018;01/05/18
172,03;2018;23/02/2021;18/06/2018;01/06/18
58,75;2018;11/12/2019;24/04/2018;01/04/18
2,25;2018;13/08/2018;27/07/2018;01/07/18
9,06;2018;27/08/2018;24/04/2018;01/04/18
14,85;2018;30/05/2018;24/04/2018;01/04/18
27;2018;31/07/2019;13/11/2018;01/11/18
305,46;2018;05/03/2021;15/06/2018;01/06/18
69,2;2018;17/08/2018;25/04/2018;01/04/18
72,4;2018;05/03/2021;02/12/2018;01/12/18
5,25;2018;09/08/2019;26/04/2018;01/04/18
51,07;2018;26/06/2020;27/04/2018;01/04/18
37,1;2018;29/03/2019;12/06/2018;01/06/18
4,5;2018;20/02/2020;21/06/2018;01/06/18
66,83;2018;;10/10/2018;01/10/18
53,85;2018;20/02/2019;18/06/2018;01/06/18
5,4;2018;17/01/2019;02/05/2018;01/05/18
7,5;2018;21/12/2018;04/07/2018;01/07/18
45;2018;02/04/2019;02/07/2018;01/07/18
114,5;2018;25/10/2018;30/04/2018;01/04/18
184,32;2018;14/02/2019;30/04/2018;01/04/18
33,5;2018;06/05/2019;30/04/2018;01/04/18
21,75;2018;;27/07/2018;01/07/18
0,3;2018;01/06/2018;30/04/2018;01/04/18
0,6;2018;04/10/2018;02/05/2018;01/05/18
381,05;2018;21/03/2019;02/05/2018;01/05/18
10,8;2018;21/01/2019;02/05/2018;01/05/18
385,66;2018;16/08/2019;02/05/2018;01/05/18
54;2018;04/12/2019;08/06/2018;01/06/18
534,36;2018;17/07/2019;04/05/2018;01/05/18
197,2;2018;18/12/2020;31/08/2018;01/08/18
22,65;2018;01/03/2019;18/06/2018;01/06/18
100;2018;;03/12/2018;01/12/18
23,51;2018;01/06/2018;07/05/2018;01/05/18
9,75;2018;12/12/2018;06/07/2018;01/07/18
13,25;2018;25/09/2018;07/06/2018;01/06/18
9,1;2018;20/04/2020;08/05/2018;01/05/18
194,06;2018;;08/05/2018;01/05/18
41,31;2018;21/06/2018;23/05/2018;01/05/18
8,1;2018;31/07/2019;23/10/2018;01/10/18
14,25;2018;19/12/2019;02/07/2018;01/07/18
61;2018;10/12/2018;26/06/2018;01/06/18
21,25;2018;01/04/2019;25/06/2018;01/06/18
0,6;2018;;21/05/2018;01/05/18
16;2018;;12/07/2018;01/07/18
78,3;2018;;28/06/2018;01/06/18
9,6;2018;24/01/2020;26/07/2018;01/07/18
49,77;2018;23/08/2019;10/05/2018;01/05/18
71,28;2018;06/08/2019;08/06/2018;01/06/18
8,5;2018;14/01/2020;24/08/2018;01/08/18
25,8;2018;17/01/2019;15/06/2018;01/06/18
91,42;2018;09/02/2021;06/06/2018;01/06/18
69;2018;02/08/2018;06/06/2018;01/06/18
111,55;2018;;20/06/2018;01/06/18
806,13;2018;26/04/2019;11/05/2018;01/05/18
29,7;2018;;11/07/2018;01/07/18
5,25;2018;22/02/2019;07/11/2018;01/11/18
22;2018;;03/07/2018;01/07/18
170;2018;;10/05/2018;01/05/18
4,5;2018;18/03/2021;24/05/2018;01/05/18
58;2018;01/10/2019;09/07/2018;01/07/18
21,25;2018;06/08/2018;29/06/2018;01/06/18
19,24;2018;22/02/2019;30/08/2018;01/08/18
72,3;2018;17/12/2018;02/07/2018;01/07/18
34;2018;28/04/2020;18/07/2018;01/07/18
27;2018;02/10/2018;13/08/2018;01/08/18
43,2;2018;;10/05/2018;01/05/18
10;2018;;11/05/2018;01/05/18
19;2018;22/10/2020;17/10/2018;01/10/18
4,95;2018;08/01/2019;02/07/2018;01/07/18
45;2018;20/08/2018;19/06/2018;01/06/18
9,75;2018;25/04/2019;10/05/2018;01/05/18
59,1;2018;05/12/2018;17/07/2018;01/07/18
4,5;2018;04/06/2019;12/06/2018;01/06/18
6;2018;29/07/2019;19/06/2018;01/06/18
14,09;2018;13/12/2018;29/06/2018;01/06/18
4,5;2018;29/11/2018;17/07/2018;01/07/18
17;2018;17/07/2018;06/06/2018;01/06/18
4,5;2018;30/01/2019;22/10/2018;01/10/18
1,2;2018;29/10/2018;14/06/2018;01/06/18
39,54;2018;21/11/2018;17/07/2018;01/07/18
18,53;2020;20/10/2020;24/07/2020;01/07/20
15,2;2018;;30/07/2018;01/07/18
10,55;2018;19/09/2018;13/06/2018;01/06/18
24;2018;;30/10/2018;01/10/18
45,75;2018;09/08/2018;10/05/2018;01/05/18
482;2018;;23/05/2018;01/05/18
10;2018;07/10/2019;18/06/2018;01/06/18
37;2018;19/02/2019;18/06/2018;01/06/18
13,25;2018;25/09/2018;07/06/2018;01/06/18
2,4;2018;10/03/2020;28/06/2018;01/06/18
90;2018;;10/05/2018;01/05/18
5,3;2018;24/10/2018;10/05/2018;01/05/18
17,89;2018;;12/06/2018;01/06/18
55,08;2018;27/08/2018;11/05/2018;01/05/18
4;2018;01/06/2018;11/05/2018;01/05/18
0,3;2018;23/10/2019;18/05/2018;01/05/18
0,6;2018;08/02/2019;11/06/2018;01/06/18
0,3;2018;23/10/2019;18/05/2018;01/05/18
16;2018;17/01/2019;11/10/2018;01/10/18
76,44;2018;18/11/2019;24/08/2018;01/08/18
28;2018;04/03/2020;14/05/2018;01/05/18
12;2018;18/12/2018;15/05/2018;01/05/18
3;2018;03/08/2018;15/05/2018;01/05/18
140;2018;;04/07/2018;01/07/18
78,85;2018;20/12/2018;14/06/2018;01/06/18
106,5;2018;;25/10/2018;01/10/18
153,95;2018;21/02/2019;22/06/2018;01/06/18
4,5;2018;12/06/2018;04/06/2018;01/06/18
310,12;2018;04/09/2019;04/10/2018;01/10/18
13,5;2018;28/08/2018;16/05/2018;01/05/18
28;2018;22/09/2020;28/05/2018;01/05/18
3;2018;21/03/2019;19/07/2018;01/07/18
14,84;2018;20/08/2019;18/06/2018;01/06/18
8,25;2018;07/08/2019;15/06/2018;01/06/18
1052,8;2018;16/12/2019;31/08/2018;01/08/18
1,8;2018;;17/07/2018;01/07/18
6;2018;17/06/2020;21/05/2018;01/05/18
16,92;2018;;21/05/2018;01/05/18
4;2018;;22/05/2018;01/05/18
40,9;2018;;01/06/2018;01/06/18
50;2018;24/07/2018;21/05/2018;01/05/18
52,5;2018;04/12/2018;16/08/2018;01/08/18
30;2018;;04/09/2018;01/09/18
7,06;2018;27/02/2019;20/09/2018;01/09/18
20;2018;11/09/2020;25/05/2018;01/05/18
93,11;2018;13/02/2019;07/06/2018;01/06/18
15,94;2018;17/09/2018;24/05/2018;01/05/18
98,5;2018;;01/06/2018;01/06/18
29,58;2018;05/12/2018;12/06/2018;01/06/18
9;2018;17/06/2020;25/05/2018;01/05/18
32,5;2018;22/10/2019;25/05/2018;01/05/18
128;2018;12/02/2019;12/06/2018;01/06/18
39;2018;26/09/2018;28/05/2018;01/05/18
14,96;2018;14/11/2018;29/05/2018;01/05/18
4;2018;04/07/2018;30/05/2018;01/05/18
12;2018;15/06/2018;30/05/2018;01/05/18
140;2018;;04/10/2018;01/10/18
7;2018;14/05/2020;10/07/2018;01/07/18
113,25;2018;18/03/2019;03/09/2018;01/09/18
50;2018;10/12/2018;11/07/2018;01/07/18
123,5;2018;13/10/2020;06/06/2018;01/06/18
3,6;2018;25/07/2018;20/06/2018;01/06/18
19;2018;10/08/2018;04/06/2018;01/06/18
25,5;2018;25/10/2018;11/06/2018;01/06/18
133,5;2018;22/02/2019;05/06/2018;01/06/18
180,19;2018;03/12/2018;20/06/2018;01/06/18
91,55;2018;04/11/2020;06/06/2018;01/06/18
76,5;2018;03/10/2019;26/06/2018;01/06/18
16,83;2018;03/08/2018;06/06/2018;01/06/18
306,31;2018;11/10/2019;07/06/2018;01/06/18
16;2018;17/09/2018;18/06/2018;01/06/18
21,36;2018;11/03/2020;12/06/2018;01/06/18
111,8;2018;20/02/2019;18/06/2018;01/06/18
13,25;2018;25/09/2018;07/06/2018;01/06/18
47,25;2018;08/01/2019;02/07/2018;01/07/18
31;2018;23/07/2018;07/06/2018;01/06/18
461,45;2018;23/04/2019;13/11/2018;01/11/18
312,57;2018;18/02/2019;31/08/2018;01/08/18
253,7;2018;29/07/2019;29/06/2018;01/06/18
29,7;2018;06/12/2018;30/08/2018;01/08/18
61,03;2018;20/12/2018;25/06/2018;01/06/18
33,5;2018;05/09/2018;25/06/2018;01/06/18
87,25;2018;30/03/2021;19/07/2018;01/07/18
390;2018;;11/12/2018;01/12/18
6;2018;10/12/2018;27/06/2018;01/06/18
391,3;2018;22/12/2020;31/08/2018;01/08/18
5,25;2018;19/12/2018;11/07/2018;01/07/18
21;2018;;28/06/2018;01/06/18
41,25;2018;;17/10/2018;01/10/18
52,67;2018;;22/10/2018;01/10/18
12;2018;28/03/2019;26/11/2018;01/11/18
14,18;2018;23/05/2019;29/06/2018;01/06/18
22,71;2018;02/04/2019;08/10/2018;01/10/18
22,5;2018;03/09/2019;31/07/2018;01/07/18
68,25;2018;09/11/2018;03/07/2018;01/07/18
54,3;2018;21/12/2018;10/08/2018;01/08/18
4,5;2018;29/11/2018;17/07/2018;01/07/18
103;2018;;18/07/2018;01/07/18
39,6;2018;21/08/2018;13/07/2018;01/07/18
9,6;2018;13/02/2019;18/12/2018;01/12/18
46,58;2018;;05/07/2018;01/07/18
6,3;2018;29/08/2018;27/07/2018;01/07/18
54;2018;;30/08/2018;01/08/18
12,15;2018;;06/07/2018;01/07/18
28,5;2018;17/01/2019;13/08/2018;01/08/18
9,18;2018;;10/07/2018;01/07/18
4,5;2018;29/10/2018;11/07/2018;01/07/18
18;2018;06/12/2018;11/07/2018;01/07/18
3,9;2018;11/01/2021;11/07/2018;01/07/18
5,25;2018;26/10/2018;11/07/2018;01/07/18
25,25;2018;25/01/2019;16/07/2018;01/07/18
104,45;2018;26/09/2018;12/07/2018;01/07/18
18;2018;28/09/2018;12/07/2018;01/07/18
0,3;2018;01/08/2018;12/07/2018;01/07/18
6,08;2018;;16/07/2018;01/07/18
24,28;2018;17/01/2019;04/10/2018;01/10/18
120;2018;;02/12/2018;01/12/18
281,58;2018;;28/11/2018;01/11/18
7,5;2018;07/03/2019;17/07/2018;01/07/18
82,74;2018;05/12/2018;30/08/2018;01/08/18
7,5;2018;04/04/2019;20/07/2018;01/07/18
14,5;2018;30/11/2018;20/07/2018;01/07/18
20,5;2018;30/01/2019;19/07/2018;01/07/18
80,6;2018;26/08/2019;14/09/2018;01/09/18
319,45;2018;;21/11/2018;01/11/18
48,75;2018;16/11/2018;20/07/2018;01/07/18
9,45;2018;;12/12/2018;01/12/18
21,55;2018;10/04/2019;04/09/2018;01/09/18
41,95;2018;06/01/2019;24/07/2018;01/07/18
5,25;2018;27/09/2018;24/07/2018;01/07/18
29,25;2018;;24/10/2018;01/10/18
17,36;2018;13/09/2018;09/08/2018;01/08/18
22,25;2018;10/10/2018;03/10/2018;01/10/18
0,3;2018;13/06/2019;07/08/2018;01/08/18
15,66;2018;15/03/2019;21/08/2018;01/08/18
12,15;2018;;10/08/2018;01/08/18
10,5;2018;;21/08/2018;01/08/18
26,36;2018;10/12/2018;24/08/2018;01/08/18
23,25;2018;31/07/2019;06/09/2018;01/09/18
100;2018;;12/11/2018;01/11/18
32,24;2018;27/12/2018;25/09/2018;01/09/18
10,65;2018;12/08/2019;02/08/2018;01/08/18
54,15;2018;29/07/2019;20/11/2018;01/11/18
79,54;2018;18/04/2019;19/10/2018;01/10/18
17,25;2018;;09/12/2018;01/12/18
4,5;2018;13/05/2019;28/08/2018;01/08/18
107,04;2018;;10/08/2018;01/08/18
15;2018;;10/08/2018;01/08/18
5,25;2018;29/10/2018;27/08/2018;01/08/18
56,75;2019;30/10/2019;03/01/2019;01/01/19
12;2018;;30/07/2018;01/07/18
35,54;2018;03/06/2019;30/07/2018;01/07/18
11;2019;;05/04/2019;01/04/19
15;2018;24/12/2018;24/08/2018;01/08/18
122,11;2018;;27/11/2018;01/11/18
3,6;2018;19/09/2018;30/08/2018;01/08/18
10;2018;;27/09/2018;01/09/18
73,08;2018;;25/10/2018;01/10/18
18;2018;;20/08/2018;01/08/18
20;2018;13/05/2019;26/07/2018;01/07/18
135;2018;21/09/2018;26/07/2018;01/07/18
440,83;2018;29/01/2021;06/09/2018;01/09/18
18,75;2018;05/02/2020;09/08/2018;01/08/18
24;2018;19/03/2019;11/09/2018;01/09/18
50,75;2018;;17/10/2018;01/10/18
170,1;2018;;16/10/2018;01/10/18
66,85;2018;11/10/2019;30/07/2018;01/07/18
4,6;2018;05/09/2018;30/07/2018;01/07/18
14;2018;02/01/2019;30/07/2018;01/07/18
38,65;2018;;21/09/2018;01/09/18
7,5;2018;03/12/2018;09/08/2018;01/08/18
3,75;2018;25/01/2019;09/10/2018;01/10/18
5,2;2018;;10/08/2018;01/08/18
75;2018;09/04/2019;02/08/2018;01/08/18
60;2018;27/05/2019;01/08/2018;01/08/18
28,5;2018;21/01/2019;28/08/2018;01/08/18
74,75;2018;;31/08/2018;01/08/18
3;2018;28/11/2018;03/08/2018;01/08/18
77,75;2018;;01/08/2018;01/08/18
61,21;2018;;09/08/2018;01/08/18
22,95;2018;19/12/2018;04/10/2018;01/10/18
15,75;2018;;27/08/2018;01/08/18
0,6;2018;17/01/2019;03/08/2018;01/08/18
736,25;2018;01/02/2019;04/10/2018;01/10/18
4,5;2018;17/01/2019;08/08/2018;01/08/18
46,58;2018;;22/08/2018;01/08/18
30,24;2018;20/11/2018;03/08/2018;01/08/18
48,86;2018;12/08/2019;05/09/2018;01/09/18
57,06;2018;02/10/2019;06/09/2018;01/09/18
16,5;2018;25/02/2019;11/09/2018;01/09/18
114,75;2018;29/08/2019;16/08/2018;01/08/18
3;2018;;17/08/2018;01/08/18
22;2018;08/04/2019;07/08/2018;01/08/18
16;2018;22/08/2019;08/08/2018;01/08/18
24,8;2019;;17/10/2019;01/10/19
11,3;2018;01/10/2018;09/08/2018;01/08/18
10;2018;26/03/2019;01/10/2018;01/10/18
31,8;2018;;14/08/2018;01/08/18
228,25;2018;27/02/2020;10/10/2018;01/10/18
99,75;2018;30/03/2021;09/08/2018;01/08/18
43,81;2018;16/04/2019;22/10/2018;01/10/18
43,75;2018;;17/10/2018;01/10/18
46;2018;10/07/2019;10/08/2018;01/08/18
327,36;2018;19/12/2019;31/08/2018;01/08/18
14;2018;;09/10/2018;01/10/18
35,7;2018;23/04/2020;26/10/2018;01/10/18
125,5;2018;30/01/2019;16/08/2018;01/08/18
74,05;2018;24/10/2019;16/08/2018;01/08/18
12,24;2018;28/02/2019;14/08/2018;01/08/18
32,55;2018;12/02/2019;14/08/2018;01/08/18
0,3;2018;12/05/2020;24/10/2018;01/10/18
40;2018;;16/10/2018;01/10/18
176,88;2018;08/01/2021;16/08/2018;01/08/18
33;2018;20/11/2019;20/08/2018;01/08/18
27,48;2018;17/12/2018;11/10/2018;01/10/18
70,42;2018;;15/08/2018;01/08/18
419,41;2018;;20/09/2018;01/09/18
12;2018;04/09/2018;16/08/2018;01/08/18
9;2018;15/10/2018;16/08/2018;01/08/18
55,5;2018;09/11/2020;20/08/2018;01/08/18
12;2018;06/02/2019;16/08/2018;01/08/18
30,41;2018;24/10/2018;17/08/2018;01/08/18
5,25;2018;;16/08/2018;01/08/18
72;2018;;20/08/2018;01/08/18
12;2018;14/01/2019;16/08/2018;01/08/18
163,8;2018;11/10/2019;05/11/2018;01/11/18
3;2018;15/10/2018;24/08/2018;01/08/18
7;2018;16/01/2019;24/08/2018;01/08/18
112,28;2018;;17/08/2018;01/08/18
12;2018;;17/08/2018;01/08/18
28,42;2020;11/09/2020;14/06/2020;01/06/20
106,86;2018;;15/11/2018;01/11/18
32,13;2018;04/07/2019;06/09/2018;01/09/18
11,5;2018;06/05/2019;22/08/2018;01/08/18
27;2018;;04/09/2018;01/09/18
26,98;2018;;29/08/2018;01/08/18
6,1;2018;30/11/2018;03/09/2018;01/09/18
27,48;2018;17/12/2018;11/10/2018;01/10/18
49,5;2018;09/10/2018;22/08/2018;01/08/18
30;2018;;19/12/2018;01/12/18
23,36;2018;10/12/2018;24/08/2018;01/08/18
50,6;2018;13/12/2018;23/08/2018;01/08/18
21,7;2018;30/05/2019;24/08/2018;01/08/18
0,6;2018;21/01/2019;24/08/2018;01/08/18
27,8;2018;17/01/2019;25/09/2018;01/09/18
15;2018;07/03/2019;16/10/2018;01/10/18
500;2018;;11/12/2018;01/12/18
74,75;2018;05/04/2019;10/10/2018;01/10/18
8,16;2018;24/01/2019;18/10/2018;01/10/18
10,5;2018;03/12/2018;27/08/2018;01/08/18
9,6;2019;21/02/2019;05/01/2019;01/01/19
27,25;2018;11/12/2020;29/08/2018;01/08/18
270,21;2018;13/03/2019;03/09/2018;01/09/18
80,36;2018;01/04/2020;21/09/2018;01/09/18
73,24;2018;23/10/2019;17/10/2018;01/10/18
12;2018;21/01/2019;24/10/2018;01/10/18
46,71;2018;;12/11/2018;01/11/18
171,45;2018;18/12/2019;03/12/2018;01/12/18
2;2019;;10/04/2019;01/04/19
22,61;2018;;29/08/2018;01/08/18
41,5;2018;10/09/2019;08/10/2018;01/10/18
22;2018;;08/10/2018;01/10/18
709,15;2018;18/12/2019;31/08/2018;01/08/18
235,93;2018;17/12/2019;31/08/2018;01/08/18
210,7;2018;07/12/2018;31/08/2018;01/08/18
18,75;2018;04/02/2019;23/10/2018;01/10/18
8,65;2018;01/11/2018;14/09/2018;01/09/18
9,36;2018;09/07/2019;15/10/2018;01/10/18
93;2018;03/09/2019;27/09/2018;01/09/18
274,55;2018;;15/11/2018;01/11/18
79,5;2018;07/11/2018;10/09/2018;01/09/18
12,54;2018;;24/09/2018;01/09/18
26,5;2018;22/10/2019;04/09/2018;01/09/18
4,5;2018;02/04/2019;28/09/2018;01/09/18
10,1;2018;;23/10/2018;01/10/18
196,4;2018;02/10/2019;06/09/2018;01/09/18
20,5;2018;21/08/2019;26/09/2018;01/09/18
34,91;2018;02/04/2020;18/09/2018;01/09/18
51;2018;;06/09/2018;01/09/18
164,91;2018;30/07/2019;06/09/2018;01/09/18
395,32;2018;02/09/2020;06/09/2018;01/09/18
11;2018;27/02/2020;06/09/2018;01/09/18
70,5;2018;02/01/2019;18/10/2018;01/10/18
6,5;2018;26/02/2019;02/10/2018;01/10/18
18;2018;18/01/2019;11/09/2018;01/09/18
18;2018;19/09/2018;11/09/2018;01/09/18
8,5;2018;11/02/2019;04/10/2018;01/10/18
11,7;2018;18/02/2019;11/09/2018;01/09/18
6;2018;10/10/2019;18/09/2018;01/09/18
74,59;2018;;26/09/2018;01/09/18
11,5;2018;05/07/2019;15/10/2018;01/10/18
24;2018;;12/09/2018;01/09/18
28,5;2018;18/01/2019;13/09/2018;01/09/18
69;2018;;25/10/2018;01/10/18
19;2018;25/11/2019;15/10/2018;01/10/18
26,5;2018;07/11/2018;17/09/2018;01/09/18
30,44;2018;14/04/2020;14/09/2018;01/09/18
114,75;2018;;17/10/2018;01/10/18
27,97;2018;06/05/2019;17/09/2018;01/09/18
32,78;2018;28/02/2019;18/09/2018;01/09/18
48;2018;23/04/2020;18/09/2018;01/09/18
7,75;2018;02/04/2019;24/09/2018;01/09/18
4;2018;07/12/2018;02/12/2018;01/12/18
9,18;2018;19/02/2020;19/09/2018;01/09/18
13,5;2018;23/04/2019;19/09/2018;01/09/18
176,65;2018;;15/11/2018;01/11/18
14,25;2018;14/12/2018;20/09/2018;01/09/18
7,09;2018;18/10/2018;20/09/2018;01/09/18
118,4;2018;18/03/2021;20/09/2018;01/09/18
513;2018;20/08/2020;25/09/2018;01/09/18
30;2018;;03/10/2018;01/10/18
9;2018;13/11/2018;24/09/2018;01/09/18
6;2018;;24/09/2018;01/09/18
53,25;2018;;17/10/2018;01/10/18
29,73;2018;30/01/2019;25/09/2018;01/09/18
21,6;2018;11/12/2018;25/09/2018;01/09/18
23;2018;24/01/2019;15/10/2018;01/10/18
36;2018;07/03/2019;12/11/2018;01/11/18
28,36;2018;01/02/2019;26/09/2018;01/09/18
26,37;2018;;26/09/2018;01/09/18
169,36;2018;;22/10/2018;01/10/18
499;2018;;15/11/2018;01/11/18
2,85;2018;05/12/2018;22/10/2018;01/10/18
11,25;2018;04/02/2019;23/10/2018;01/10/18
118,22;2018;31/07/2019;13/11/2018;01/11/18
8,4;2018;05/01/2021;26/10/2018;01/10/18
6;2018;01/08/2019;23/10/2018;01/10/18
68,25;2018;21/08/2019;23/10/2018;01/10/18
352;2018;;11/12/2018;01/12/18
41,77;2018;13/12/2018;24/10/2018;01/10/18
10,5;2018;11/01/2019;23/10/2018;01/10/18
12;2018;28/03/2019;29/11/2018;01/11/18
29;2018;28/02/2019;24/10/2018;01/10/18
158,6;2018;10/10/2019;24/10/2018;01/10/18
9,36;2018;03/07/2019;25/10/2018;01/10/18
27,7;2018;31/07/2019;13/11/2018;01/11/18
66,93;2018;05/12/2019;18/11/2018;01/11/18
30;2018;;10/12/2018;01/12/18
27;2018;;15/11/2018;01/11/18
7;2018;10/02/2021;21/11/2018;01/11/18
20;2018;;18/12/2018;01/12/18
164;2018;;06/11/2018;01/11/18
48,25;2018;;06/11/2018;01/11/18
16,5;2018;21/01/2019;02/12/2018;01/12/18
28,35;2018;;04/12/2018;01/12/18
25,99;2018;;12/12/2018;01/12/18
14,51;2018;;12/12/2018;01/12/18
70,8;2018;16/12/2019;18/11/2018;01/11/18
28;2018;07/10/2019;13/11/2018;01/11/18
145,35;2018;;15/11/2018;01/11/18
4;2018;17/12/2018;05/12/2018;01/12/18
107,1;2018;;15/11/2018;01/11/18
34,5;2018;10/04/2019;18/12/2018;01/12/18
30,75;2018;16/04/2019;13/11/2018;01/11/18
17,5;2018;31/07/2019;13/11/2018;01/11/18
386,02;2018;16/07/2019;12/11/2018;01/11/18
27,2;2018;30/07/2020;26/11/2018;01/11/18
43,5;2018;16/01/2019;11/11/2018;01/11/18
186,66;2018;;15/11/2018;01/11/18
25,3;2018;22/01/2020;06/11/2018;01/11/18
61,95;2018;19/12/2019;19/11/2018;01/11/18
54,98;2018;09/08/2019;12/11/2018;01/11/18
9,6;2018;17/01/2019;06/11/2018;01/11/18
108,34;2018;;11/12/2018;01/12/18
29,4;2018;02/01/2019;11/11/2018;01/11/18
14,58;2018;;06/11/2018;01/11/18
27,54;2018;;12/11/2018;01/11/18
19,5;2018;24/05/2019;15/11/2018;01/11/18
9,75;2018;;15/11/2018;01/11/18
159,45;2018;;28/11/2018;01/11/18
239,1;2018;04/03/2020;19/11/2018;01/11/18
20,5;2018;29/07/2019;07/11/2018;01/11/18
29,7;2018;25/07/2019;13/11/2018;01/11/18
20,25;2018;21/02/2019;20/11/2018;01/11/18
324;2018;;27/11/2018;01/11/18
267,75;2018;20/02/2020;11/11/2018;01/11/18
16;2018;08/10/2019;13/11/2018;01/11/18
27,19;2018;16/07/2019;12/11/2018;01/11/18
3;2018;11/02/2019;20/12/2018;01/12/18
276,75;2019;;08/01/2019;01/01/19
106,15;2018;06/09/2019;06/12/2018;01/12/18
179,12;2018;26/01/2021;28/11/2018;01/11/18
31,5;2018;24/09/2019;11/11/2018;01/11/18
741;2018;;15/11/2018;01/11/18
4;2018;18/01/2019;25/12/2018;01/12/18
20;2018;23/05/2019;20/12/2018;01/12/18
39,6;2018;;08/11/2018;01/11/18
41,25;2018;14/10/2019;12/11/2018;01/11/18
70;2018;;12/11/2018;01/11/18
36,75;2018;24/08/2020;29/10/2018;01/10/18
209,59;2018;;29/10/2018;01/10/18
33;2018;04/04/2019;10/12/2018;01/12/18
7,19;2018;08/07/2019;15/11/2018;01/11/18
12,35;2018;12/05/2020;31/10/2018;01/10/18
199,49;2018;;15/11/2018;01/11/18
114,54;2018;;18/11/2018;01/11/18
79,62;2018;19/01/2021;15/11/2018;01/11/18
4,59;2018;;01/11/2018;01/11/18
487,16;2018;;27/11/2018;01/11/18
45;2018;;26/11/2018;01/11/18
26,36;2018;21/01/2019;26/11/2018;01/11/18
7,5;2018;19/12/2019;19/11/2018;01/11/18
65,25;2018;08/07/2019;05/11/2018;01/11/18
183,52;2018;;05/11/2018;01/11/18
88,76;2018;05/03/2021;12/11/2018;01/11/18
70,02;2018;;05/11/2018;01/11/18
125,79;2018;;05/11/2018;01/11/18
15,3;2018;10/08/2020;05/11/2018;01/11/18
80;2018;;11/12/2018;01/12/18
47,25;2018;19/12/2019;18/11/2018;01/11/18
156,84;2018;;06/11/2018;01/11/18
3,06;2018;;19/11/2018;01/11/18
12,59;2018;22/01/2019;06/11/2018;01/11/18
80;2018;;12/11/2018;01/11/18
41,4;2018;;06/11/2018;01/11/18
122,99;2018;07/01/2020;09/12/2018;01/12/18
70;2018;;12/11/2018;01/11/18
161,2;2018;19/12/2019;19/11/2018;01/11/18
500;2018;;20/12/2018;01/12/18
84,85;2018;24/07/2019;12/11/2018;01/11/18
5;2018;15/03/2019;19/11/2018;01/11/18
7,65;2018;17/12/2018;07/11/2018;01/11/18
296,34;2018;12/01/2021;11/11/2018;01/11/18
12;2018;11/03/2020;15/11/2018;01/11/18
32,5;2018;21/12/2018;08/11/2018;01/11/18
0,6;2018;21/01/2019;08/11/2018;01/11/18
13;2018;25/01/2019;18/12/2018;01/12/18
21;2018;16/12/2019;18/11/2018;01/11/18
70,75;2018;;11/11/2018;01/11/18
46,5;2018;27/02/2020;18/11/2018;01/11/18
41;2018;;12/11/2018;01/11/18
20,59;2019;25/03/2020;08/01/2019;01/01/19
162,34;2018;;12/11/2018;01/11/18
159,81;2018;12/01/2021;12/11/2018;01/11/18
59,25;2018;02/04/2020;12/11/2018;01/11/18
19,24;2018;;15/11/2018;01/11/18
79,15;2018;;12/11/2018;01/11/18
80;2018;;12/11/2018;01/11/18
70;2018;;12/11/2018;01/11/18
10;2018;;13/11/2018;01/11/18
80;2018;;12/11/2018;01/11/18
9;2018;31/07/2019;13/11/2018;01/11/18
33,66;2018;17/01/2019;12/11/2018;01/11/18
12,75;2018;28/02/2019;29/11/2018;01/11/18
28,9;2018;21/05/2019;20/12/2018;01/12/18
13;2018;08/10/2019;13/11/2018;01/11/18
57,65;2018;;12/12/2018;01/12/18
4;2018;08/12/2020;26/11/2018;01/11/18
4,5;2018;31/07/2019;13/11/2018;01/11/18
269,73;2018;;18/11/2018;01/11/18
9,85;2018;31/07/2019;13/11/2018;01/11/18
53,75;2018;15/08/2019;13/11/2018;01/11/18
6;2018;31/07/2019;13/11/2018;01/11/18
304,06;2018;;29/11/2018;01/11/18
54,16;2018;31/12/2019;13/11/2018;01/11/18
92,35;2018;05/11/2019;13/11/2018;01/11/18
92,35;2018;11/10/2019;13/11/2018;01/11/18
55;2018;;13/11/2018;01/11/18
